run_id,material,deformation_type,true_density_gcc,compactor_config,roll_diameter_mm,roll_width_mm,sealing_system,roll_surface,scf_kN_per_cm,gap_width_mm,roll_speed_rpm,feed_screw_rpm,densification_factor,nip_angle_deg,peak_pressure_MPa,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_CV_percent,in_zinchuk_window,fines_fraction_pct,granule_d50_um,throughput_kg_hr
265,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,5.71,4.94,4.72,107.1,2.281,16.78,15.6,0.5606,0.8521,0.4394,3.64,No,29.72,189.4,27.66
266,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,3.71,4.06,22.03,109.6,2.413,10.61,16.0,0.5089,0.7735,0.4911,7.14,No,41.18,126.6,108.17
267,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,13.23,4.03,20.86,73.1,1.983,10.2,123.9,0.8609,1.2827,0.1391,5.07,No,17.22,355.3,137.95
268,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,10.25,1.91,12.77,42.9,2.427,15.43,63.4,0.8083,1.2286,0.1917,6.29,No,17.5,364.4,38.4
269,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,18.69,4.03,24.94,65.5,2.418,15.6,54.9,0.7456,1.1557,0.2544,3.2,Yes,13.99,316.1,177.45
270,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,18.36,2.62,3.15,35.6,2.757,11.14,75.6,0.8506,1.2929,0.1494,6.11,No,17.49,440.2,14.28
271,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,14.15,4.73,16.6,56.2,1.907,10.44,129.5,0.9035,1.3733,0.0965,4.07,No,6.84,440.8,138.55
272,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,18.84,4.12,25.24,104.8,1.971,15.77,114.1,0.8102,1.2558,0.1898,5.81,No,19.44,424.5,164.93
273,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,15.95,4.71,29.86,111.9,1.908,15.73,96.8,0.7788,1.2071,0.2212,2.74,Yes,16.09,321.5,216.7
274,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,2.1,5.71,13.22,104.7,2.191,10.88,8.8,0.4758,0.7232,0.5242,3.59,No,36.24,137.9,71.41
275,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,11.86,4.65,7.7,64.2,2.32,16.16,33.6,0.7255,1.1245,0.2745,5.65,Yes,23.04,380.8,62.96
276,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,5.93,1.01,28.88,55.3,2.964,10.51,53.8,0.6732,1.0435,0.3268,7.62,Yes,22.66,237.8,38.15
277,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,11.55,3.12,19.3,111.2,2.611,10.68,49.6,0.6976,1.0604,0.3024,6.48,Yes,26.37,299.2,98.82
278,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,11.31,2.96,10.89,18.8,2.146,15.49,69.7,0.8394,1.301,0.1606,4.35,No,9.51,452.7,51.73
279,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,7.57,3.37,10.88,43.5,2.55,10.5,33.0,0.6344,0.9643,0.3656,7.62,Yes,33.49,222.1,55.65
280,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,19.82,5.34,9.66,51.8,2.231,15.64,58.1,0.7617,1.1578,0.2383,5.91,Yes,23.83,394.9,75.98
281,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,16.6,2.73,21.61,39.2,2.193,15.0,105.7,0.8119,1.2098,0.1881,7.58,No,23.44,306.7,89.15
282,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,12.31,4.5,12.31,75.9,1.929,10.47,112.3,0.8036,1.1973,0.1964,7.02,No,25.0,285.8,84.43
283,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,18.26,2.17,21.48,24.4,2.339,14.91,116.9,0.849,1.265,0.151,6.31,No,18.44,343.8,76.89
284,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,8.9,3.5,23.04,21.8,2.522,9.89,41.3,0.6266,0.9337,0.3734,4.16,Yes,26.46,163.6,115.34
285,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,13.69,3.16,11.86,112.2,2.11,10.75,121.6,0.843,1.256,0.157,3.61,No,16.1,340.7,59.24
286,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,18.37,4.96,27.09,82.9,1.885,10.4,168.6,0.8802,1.3379,0.1198,4.86,No,11.28,401.5,230.25
287,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,7.76,4.19,7.4,80.0,2.39,16.35,21.8,0.6375,0.9882,0.3625,2.25,Yes,20.57,311.0,49.05
288,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,7.34,1.69,5.77,25.4,3.192,15.3,22.0,0.5643,0.8408,0.4357,5.16,No,37.51,150.5,10.81
289,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,14.61,2.37,23.51,78.8,2.85,10.68,62.7,0.7583,1.1753,0.2417,4.42,Yes,16.82,314.6,99.48
290,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,6.82,4.64,12.8,85.3,1.916,15.52,42.0,0.6162,0.9181,0.3838,6.06,Yes,32.21,176.7,69.08
291,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,12.63,2.57,2.23,52.5,2.231,16.82,71.7,0.8219,1.2493,0.1781,4.03,No,15.48,385.4,7.08
292,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,5.15,1.64,11.41,29.9,2.54,15.35,32.0,0.6341,0.9639,0.3659,7.08,Yes,31.82,249.8,19.92
293,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,13.03,1.11,16.12,54.2,3.705,10.43,57.2,0.7663,1.1647,0.2337,6.96,Yes,22.43,326.3,32.13
294,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,3.16,1.14,6.34,79.0,3.663,15.96,9.1,0.4548,0.6776,0.5452,2.93,No,35.92,55.4,5.79
295,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,17.05,5.08,18.9,92.2,1.875,10.35,157.3,0.8958,1.3348,0.1042,5.08,No,9.27,390.4,162.89
296,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,11.79,5.95,27.16,64.8,2.166,10.57,51.1,0.6823,1.0576,0.3177,4.64,Yes,21.56,295.0,261.45
297,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,7.33,3.42,10.11,117.0,2.538,10.9,30.8,0.5578,0.8312,0.4422,6.51,No,39.29,111.9,36.19
298,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,8.82,5.1,25.23,43.6,1.873,14.99,56.2,0.6852,1.021,0.3148,6.41,Yes,31.23,200.9,166.41
299,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,16.46,3.23,8.87,18.8,2.097,10.04,156.5,0.9106,1.3568,0.0894,7.12,No,15.55,465.3,46.92
300,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,10.26,3.62,12.77,89.7,2.495,11.05,42.6,0.7578,1.1747,0.2422,3.81,Yes,18.41,361.5,70.6
301,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,7.94,4.72,25.68,75.6,2.31,10.64,34.2,0.6174,0.957,0.3826,3.36,Yes,22.58,275.0,179.16
302,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,17.74,3.45,10.26,17.7,2.062,15.24,111.2,0.8974,1.3641,0.1026,7.65,No,13.12,451.2,60.46
303,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,18.82,1.34,1.88,12.5,3.459,11.01,78.3,0.9261,1.4354,0.0739,4.41,No,9.14,574.3,5.88
304,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,18.68,5.46,11.58,92.4,2.219,10.63,80.5,0.7541,1.1236,0.2459,6.69,Yes,22.74,280.6,91.8
305,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,19.13,5.72,12.94,98.8,2.19,15.85,55.3,0.7443,1.1314,0.2557,5.55,Yes,24.15,320.5,128.79
306,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,8.24,4.05,7.31,68.6,2.414,15.74,24.0,0.5684,0.847,0.4316,6.02,No,37.57,163.0,40.92
307,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,10.83,4.74,8.63,116.9,1.905,11.28,91.6,0.8645,1.3141,0.1355,3.72,No,9.77,437.6,65.33
308,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,11.1,2.96,1.46,53.4,2.655,12.06,42.2,0.6318,0.9414,0.3682,7.14,Yes,27.36,218.3,5.64
309,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,9.32,2.83,3.43,119.2,2.691,17.5,24.4,0.6727,1.0426,0.3273,9.31,Yes,25.38,341.3,14.99
310,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,16.31,1.83,20.8,116.4,3.106,15.67,47.7,0.7033,1.0689,0.2967,4.08,Yes,22.48,271.3,60.13
311,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,8.78,4.34,5.77,33.9,1.946,10.94,76.6,0.8773,1.3598,0.1227,7.22,No,15.5,458.7,45.45
312,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,7.31,5.72,6.84,98.8,2.19,11.34,29.5,0.6558,0.9967,0.3442,3.78,Yes,20.71,273.5,59.68
313,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,8.47,2.91,22.52,83.7,2.669,15.47,25.1,0.5844,0.8883,0.4156,3.89,No,26.43,163.1,88.46
314,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,10.39,5.7,16.95,61.3,1.826,15.46,64.2,0.7866,1.1956,0.2134,3.43,Yes,14.7,348.2,148.41
315,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,14.37,2.02,4.99,58.8,3.0,11.42,57.7,0.8413,1.304,0.1587,5.82,No,17.2,482.8,16.25
316,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,13.5,3.19,12.86,60.0,2.104,15.32,84.1,0.7669,1.1427,0.2331,6.88,Yes,23.11,274.1,61.44
317,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,19.72,3.59,25.79,12.3,2.503,14.82,61.0,0.7179,1.0696,0.2821,4.08,Yes,22.91,243.0,123.49
318,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,11.26,3.78,29.67,116.9,2.465,10.75,48.0,0.6693,1.0374,0.3307,7.34,Yes,28.41,248.9,148.44
319,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,5.33,4.26,22.61,19.3,2.379,9.87,24.8,0.5576,0.8309,0.4424,5.05,No,33.8,103.1,123.18
320,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,5.57,2.87,17.91,74.6,2.681,10.27,24.9,0.529,0.7882,0.471,6.8,No,41.29,106.9,62.57
321,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,3.17,5.81,7.28,23.4,2.181,15.42,9.4,0.5064,0.7697,0.4936,4.28,No,32.52,123.0,47.8
322,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,14.09,1.23,16.16,100.1,3.565,10.47,61.7,0.7276,1.0842,0.2724,7.22,Yes,27.22,272.6,33.65
323,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,7.89,2.98,12.82,115.8,2.649,10.97,33.0,0.6255,0.9508,0.3745,6.46,Yes,30.44,253.8,54.61
324,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,10.88,3.61,4.78,39.1,2.499,10.9,45.8,0.7289,1.1079,0.2711,2.61,Yes,18.86,318.0,25.23
325,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,9.78,5.97,6.88,15.5,1.807,15.05,62.0,0.715,1.0654,0.285,3.79,Yes,24.23,269.9,53.84
326,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,8.38,1.54,21.78,62.4,3.292,10.13,37.9,0.6119,0.9117,0.3881,7.34,Yes,33.78,119.7,47.06
327,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,13.51,4.87,7.09,22.6,1.894,15.67,82.4,0.8766,1.3587,0.1234,7.33,No,13.97,534.7,60.87
328,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,18.98,2.72,22.59,31.9,2.196,14.95,121.2,0.8725,1.3001,0.1275,4.44,No,15.72,368.2,101.62
329,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,10.37,3.52,6.32,49.7,2.517,15.87,29.9,0.6719,1.0213,0.3281,3.35,Yes,24.56,318.2,27.65
330,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,4.16,2.32,28.37,104.1,2.869,10.22,18.7,0.5145,0.7665,0.4855,3.24,No,38.13,73.5,64.3
331,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,15.43,4.61,27.29,84.4,2.325,15.65,45.2,0.6578,1.0195,0.3422,5.64,Yes,27.39,258.7,197.29
332,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,9.6,3.18,29.38,81.4,2.106,10.37,88.4,0.7833,1.1906,0.2167,3.59,Yes,18.58,306.5,140.65
333,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,13.85,2.39,15.43,87.0,2.839,15.92,39.9,0.7164,1.1105,0.2836,6.82,Yes,20.8,333.2,53.48
334,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,10.87,2.62,16.27,92.8,2.759,15.68,31.8,0.6317,0.9601,0.3683,6.25,Yes,30.2,210.1,63.71
335,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,8.07,4.89,13.77,42.2,2.287,15.65,23.6,0.6153,0.9537,0.3847,7.11,Yes,32.82,273.5,81.17
336,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,16.32,2.94,16.89,105.1,2.658,10.98,68.1,0.7836,1.2146,0.2164,6.57,Yes,14.64,409.6,91.56
337,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,13.05,5.33,19.75,102.3,2.233,10.38,57.6,0.6776,1.0096,0.3224,6.95,Yes,28.9,246.6,134.41
338,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,17.3,5.51,5.74,39.5,1.84,15.54,106.3,0.8498,1.2662,0.1502,2.76,No,15.94,350.2,49.47
339,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,17.68,5.96,15.25,82.3,2.166,10.4,77.9,0.7731,1.152,0.2269,4.75,Yes,20.55,300.9,161.57
340,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,3.31,5.42,11.53,34.3,2.222,10.39,14.6,0.5109,0.7766,0.4891,6.95,No,41.12,108.6,61.28
341,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,12.73,4.63,4.17,71.8,1.917,11.75,103.4,0.9396,1.4564,0.0604,3.83,No,6.11,540.9,36.0
342,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,4.06,5.36,12.51,52.3,2.23,15.52,12.0,0.5201,0.7906,0.4799,3.32,No,32.85,122.4,67.9
343,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,2.57,3.52,23.12,43.0,2.051,15.51,15.8,0.5376,0.8333,0.4624,3.88,No,29.76,180.3,87.9
344,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,14.84,2.51,16.81,88.3,2.797,15.38,44.2,0.6496,0.9679,0.3504,4.85,Yes,35.12,201.2,52.42
345,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,4.25,1.73,3.81,38.8,3.165,10.8,18.0,0.5237,0.7804,0.4763,6.69,No,39.7,112.5,7.39
346,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,2.24,4.15,4.94,114.3,1.968,16.55,12.9,0.4958,0.7387,0.5042,5.01,No,33.9,101.2,21.44
347,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,17.37,3.39,16.47,28.8,2.546,15.24,52.2,0.7524,1.1437,0.2476,3.69,Yes,19.39,308.0,99.47
348,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,10.93,1.1,19.5,49.7,3.713,15.59,32.1,0.702,1.088,0.298,3.65,Yes,19.12,334.0,28.38
349,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,14.47,5.37,22.6,97.2,2.228,10.79,61.5,0.7418,1.1498,0.2582,7.48,Yes,20.51,335.9,177.0
350,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,14.98,4.95,30.0,109.5,1.886,15.22,94.0,0.7972,1.1879,0.2028,3.48,Yes,16.38,260.8,224.6
351,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,4.89,5.74,13.1,42.6,2.188,10.17,22.1,0.5458,0.8133,0.4542,4.23,No,31.7,128.3,92.51
352,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,16.33,2.3,8.33,42.8,2.299,15.62,99.8,0.8876,1.3492,0.1124,5.58,No,12.91,457.8,32.99
353,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,2.5,1.18,13.01,54.9,2.815,10.78,22.1,0.5991,0.9287,0.4009,6.62,No,29.17,250.1,19.24
354,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,2.58,2.44,7.86,15.1,2.823,15.51,7.6,0.5258,0.815,0.4742,6.89,No,34.85,184.1,19.18
355,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,7.63,4.98,9.3,13.4,2.276,10.45,33.5,0.7082,1.0977,0.2918,8.18,Yes,26.43,301.5,61.88
356,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,8.55,1.97,22.15,27.9,3.026,15.43,25.4,0.6145,0.9524,0.3855,3.22,Yes,26.55,298.5,67.63
357,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,10.86,3.96,20.17,115.0,2.429,15.43,32.3,0.5863,0.8735,0.4137,5.91,No,35.31,104.3,88.54
358,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,13.93,2.65,17.57,62.0,2.212,15.2,87.5,0.782,1.1652,0.218,3.11,Yes,19.25,246.0,71.38
359,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,4.21,4.4,2.06,74.9,2.357,17.3,11.1,0.5404,0.8214,0.4596,9.95,No,40.7,208.2,12.06
360,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,19.76,3.32,17.79,77.7,2.083,15.29,123.4,0.8502,1.2668,0.1498,3.93,No,13.36,346.4,92.66
361,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,8.85,4.29,7.74,84.6,1.952,10.86,77.9,0.7799,1.162,0.2201,1.95,Yes,17.84,294.2,54.57
362,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,6.66,1.37,6.89,51.0,3.427,15.58,19.6,0.5478,0.8162,0.4522,2.93,No,35.03,180.7,12.39
363,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,7.09,3.54,6.61,84.3,2.513,15.98,20.3,0.5505,0.8202,0.4495,5.79,No,34.33,133.4,30.52
364,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,8.0,2.06,4.36,83.7,2.982,16.61,22.1,0.6013,0.914,0.3987,7.15,Yes,30.18,188.6,8.74
365,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,15.74,3.86,18.15,87.5,2.448,15.34,47.0,0.6529,0.9728,0.3471,3.66,Yes,25.58,198.7,103.26
366,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,12.21,5.57,4.16,33.3,2.206,10.63,52.6,0.6666,0.9933,0.3334,6.22,Yes,30.81,199.3,36.79
367,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,13.14,4.31,19.49,100.5,2.372,15.87,37.9,0.6872,1.0651,0.3128,6.78,Yes,23.3,329.0,139.39
368,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,4.51,5.13,25.49,85.0,2.256,10.18,20.3,0.5078,0.7567,0.4922,3.95,No,34.73,99.3,127.15
369,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,9.01,4.6,21.6,28.9,2.327,15.44,26.7,0.6113,0.9474,0.3887,3.46,Yes,25.33,193.9,142.32
370,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,7.2,1.37,26.25,16.6,3.433,14.84,22.2,0.5532,0.8243,0.4468,7.28,No,38.54,50.0,36.95
371,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,4.93,1.77,20.99,112.5,3.142,15.89,14.2,0.5556,0.8612,0.4444,3.61,No,29.18,159.6,49.08
372,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,11.46,3.87,14.75,33.6,2.446,15.31,34.3,0.6613,1.0052,0.3387,3.76,Yes,24.6,248.3,86.53
373,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,9.66,3.44,15.13,33.9,2.063,15.05,61.3,0.7177,1.0694,0.2823,6.74,Yes,28.96,292.6,70.85
374,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,11.5,4.99,16.42,59.8,2.274,15.47,34.1,0.6312,0.9594,0.3688,6.81,Yes,28.08,263.3,97.18
375,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,9.03,5.05,26.94,46.0,2.267,15.49,26.7,0.5675,0.8797,0.4325,7.19,No,30.81,216.9,182.61
376,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,4.18,3.64,26.26,28.1,2.034,15.4,25.9,0.5782,0.8962,0.4218,4.33,No,25.66,165.1,109.05
377,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,15.11,3.58,29.91,31.1,2.042,15.4,93.7,0.7681,1.1906,0.2319,3.89,Yes,13.46,361.1,161.96
378,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,13.5,3.01,23.98,70.5,2.136,15.39,83.8,0.8117,1.2338,0.1883,6.57,No,17.59,355.2,116.25
379,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,2.79,1.66,25.04,95.6,3.212,10.24,12.5,0.4773,0.7112,0.5227,5.2,No,36.97,84.1,37.28
380,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,6.43,1.04,14.79,42.9,2.932,10.13,60.6,0.7151,1.0655,0.2849,7.82,Yes,28.79,243.8,18.08
381,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,16.57,2.92,21.53,114.7,2.153,15.89,99.6,0.8351,1.2944,0.1649,7.08,No,19.33,462.8,102.08
382,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,10.61,3.47,1.75,118.0,2.058,17.82,56.9,0.7083,1.0554,0.2917,11.67,Yes,24.43,220.8,8.81
383,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,18.75,1.75,21.74,64.2,3.152,15.14,56.8,0.7199,1.0727,0.2801,3.77,Yes,19.4,282.7,53.32
384,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,3.65,3.44,4.57,103.9,2.064,12.03,29.0,0.6632,1.0279,0.3368,7.96,Yes,23.86,284.7,23.71
385,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,9.44,4.31,13.71,21.7,2.37,10.47,41.3,0.7075,1.0967,0.2925,7.53,Yes,23.39,328.9,99.0
386,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,13.72,5.56,21.7,103.4,1.836,15.83,82.7,0.7917,1.2271,0.2083,6.6,Yes,15.06,382.4,189.63
387,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,19.71,3.39,21.22,30.9,2.071,14.95,125.9,0.8596,1.2808,0.1404,5.91,No,19.7,315.1,117.61
388,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,13.19,2.59,15.2,22.5,2.767,15.46,39.1,0.6953,1.0777,0.3047,7.45,Yes,24.57,270.0,53.81
389,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,4.13,5.72,4.82,63.0,2.19,16.25,11.7,0.5123,0.7786,0.4877,3.23,No,33.18,154.8,27.29
390,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,3.9,1.83,20.97,15.3,3.103,10.36,17.2,0.5627,0.8721,0.4373,4.59,No,30.31,171.8,51.78
391,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,6.66,4.04,5.57,21.2,2.416,15.73,19.4,0.6319,0.9794,0.3681,7.31,Yes,27.79,305.8,29.26
392,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,4.72,2.86,22.08,53.6,2.166,15.58,28.9,0.5975,0.9261,0.4025,7.37,No,30.12,241.9,74.92
393,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,15.64,4.23,1.18,31.3,2.384,17.19,41.7,0.7727,1.1978,0.2273,8.83,Yes,21.74,385.7,10.58
394,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,5.13,1.78,4.37,109.0,3.132,16.63,14.2,0.5239,0.7806,0.4761,4.72,No,35.17,109.8,4.3
395,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,9.46,3.38,5.05,113.4,2.073,12.02,75.2,0.8907,1.3806,0.1093,8.23,No,10.24,492.4,27.2
396,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,14.26,1.11,28.71,16.2,3.701,15.08,43.3,0.6831,1.0382,0.3169,6.31,Yes,25.95,245.0,48.57
397,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,16.15,5.59,28.63,79.3,2.203,15.37,48.2,0.6768,1.0288,0.3232,3.2,Yes,25.34,242.1,253.21
