run_id,compactor_model,scale,roll_diameter_in,roll_width_in,roll_diameter_cm,roll_width_cm,max_roll_pressure_kn_cm,integrated_mill,total_power_kw,material,feed_density_gcc,deformation_type,roll_pressure_fraction,scf_kn_cm,roll_speed_rpm,hfs_speed_rpm,vfs_hfs_ratio,gap_width_mm,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_cv_pct,fines_pct,granule_yield_pct,in_zinchuk_window,throughput_kg_hr,throughput_lbs_hr,specific_energy_kwh_tonne,changeover_time_hr,replicate
1661,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.85,1.84,2,50,1.5,1.3,0.4713,0.7022,0.5287,5.8,32.87,67.44,No,13.4,29.6,135.55,1.4,2
1662,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.7,1.52,8,50,0.6,1.24,0.4775,0.7114,0.5225,3.93,32.93,68.15,No,17.9,39.5,91.64,1.4,1
1663,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.3,0.65,8,15,1.5,1.76,0.4029,0.6003,0.5971,4.98,38.76,61.29,No,16.0,35.2,72.7,1.4,1
1664,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.85,1.84,10,30,1.2,1.53,0.5002,0.7453,0.4998,4.12,33.25,66.82,No,18.4,40.7,98.65,1.4,2
1665,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,1.0,2.17,4,30,0.6,1.5,0.5371,0.8003,0.4629,3.64,30.16,68.48,No,13.8,30.3,145.35,1.4,2
1666,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,1.0,2.17,4,30,1.2,1.72,0.538,0.8016,0.462,3.36,31.02,68.96,No,13.5,29.8,148.09,1.4,1
1667,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.85,1.84,4,50,0.8,1.47,0.5205,0.7755,0.4795,3.33,30.16,70.34,No,15.7,34.6,116.05,1.4,3
1668,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.3,0.65,8,15,1.5,1.71,0.3749,0.5586,0.6251,4.93,38.21,62.07,No,16.5,36.4,70.3,1.4,3
1669,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.5,1.08,2,100,0.8,1.35,0.418,0.6229,0.582,9.0,36.06,64.59,No,18.2,40.1,76.9,1.4,1
1670,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.85,1.84,6,50,1.2,1.37,0.5189,0.7732,0.4811,2.89,29.77,71.5,No,17.9,39.5,101.58,1.4,3
1671,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.5,1.08,6,30,1.0,1.43,0.4734,0.7054,0.5266,3.16,32.27,69.04,No,15.5,34.2,90.24,1.4,3
1672,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,1.0,2.17,2,100,0.6,1.41,0.5158,0.7685,0.4842,9.54,29.79,68.99,No,17.7,39.0,113.16,1.4,3
1673,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.3,0.65,8,100,0.8,1.68,0.4137,0.6164,0.5863,3.29,37.72,62.34,No,21.7,47.9,53.42,1.4,2
1674,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.5,1.08,4,75,0.6,1.31,0.4193,0.6248,0.5807,4.93,37.77,63.07,No,17.6,38.8,79.51,1.4,3
1675,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.5,1.08,6,100,0.8,1.37,0.4679,0.6972,0.5321,3.83,33.5,65.01,No,21.4,47.1,65.49,1.4,1
1676,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.3,0.65,10,50,1.5,1.22,0.4002,0.5963,0.5998,4.46,36.26,63.26,No,19.9,43.8,58.34,1.4,3
1677,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,1.0,2.17,6,100,0.8,1.73,0.5279,0.7866,0.4721,4.23,29.26,70.73,No,20.5,45.1,97.77,1.4,1
1678,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.85,1.84,2,75,1.0,1.42,0.5402,0.8049,0.4598,6.5,27.13,73.36,No,15.2,33.5,119.65,1.4,3
1679,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.3,0.65,2,100,1.2,1.47,0.4016,0.5984,0.5984,8.88,37.26,62.76,No,18.1,40.0,63.98,1.4,2
1680,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,mannitol_SD200,0.48,brittle,0.5,1.08,8,15,0.6,1.46,0.4223,0.6292,0.5777,4.5,36.38,65.13,No,16.8,37.1,83.18,1.4,3
1681,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,10,100,0.6,1.24,0.5171,0.6981,0.4829,3.37,23.88,77.38,No,24.2,53.3,67.83,1.4,1
1682,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,6,15,1.0,1.22,0.5981,0.8075,0.4019,4.14,22.56,75.31,No,13.9,30.6,144.1,1.4,1
1683,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,75,0.6,1.58,0.4534,0.612,0.5466,4.96,30.26,71.31,No,17.1,37.6,82.01,1.4,1
1684,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,2,75,1.2,1.3,0.5359,0.7235,0.4641,6.93,26.24,73.66,No,15.5,34.3,105.48,1.4,3
1685,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,10,75,1.2,1.72,0.5607,0.7569,0.4393,3.63,23.88,74.93,No,22.0,48.5,90.94,1.4,3
1686,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,10,30,1.0,1.7,0.5695,0.7688,0.4305,3.86,23.52,76.57,No,19.5,42.9,93.49,1.4,1
1687,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,6,15,1.2,1.4,0.5518,0.745,0.4482,4.21,24.56,75.74,No,13.9,30.6,144.12,1.4,2
1688,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,30,0.6,1.46,0.4062,0.5484,0.5938,4.1,33.53,66.4,No,19.0,41.9,61.0,1.4,2
1689,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,75,1.0,1.54,0.4949,0.6681,0.5051,6.89,29.4,69.55,No,15.9,35.1,87.99,1.4,2
1690,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,50,0.6,1.58,0.521,0.7034,0.479,3.75,23.01,76.84,No,16.7,36.8,109.15,1.4,3
1691,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,8,75,1.0,1.58,0.513,0.6926,0.487,2.73,27.91,70.39,No,20.7,45.6,67.68,1.4,1
1692,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,2,100,1.0,1.79,0.5187,0.7003,0.4813,8.92,26.97,72.79,No,17.9,39.5,91.62,1.4,3
1693,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,15,0.8,1.72,0.4151,0.5603,0.5849,4.49,31.76,68.74,No,17.6,38.8,65.86,1.4,1
1694,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,8,15,1.0,1.37,0.6138,0.8286,0.3862,3.63,20.4,80.17,Yes,16.1,35.5,124.29,1.4,2
1695,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,100,0.8,1.22,0.4836,0.6529,0.5164,5.61,31.23,69.23,No,18.6,41.0,75.29,1.4,2
1696,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,15,0.8,1.38,0.5371,0.7251,0.4629,4.37,25.62,75.68,No,14.7,32.3,111.84,1.4,3
1697,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,4,75,1.2,1.29,0.5202,0.7022,0.4798,4.12,24.52,76.15,No,16.4,36.1,100.26,1.4,3
1698,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,8,30,1.2,1.47,0.5198,0.7018,0.4802,3.81,25.84,75.08,No,16.1,35.5,101.82,1.4,3
1699,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,8,15,1.0,1.28,0.455,0.6143,0.545,3.61,32.64,67.99,No,16.7,36.9,69.33,1.4,1
1700,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,100,1.0,1.77,0.5666,0.7649,0.4334,3.22,21.61,78.68,No,20.2,44.5,90.15,1.4,1
1701,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,50,1.5,1.23,0.5146,0.6948,0.4854,4.12,25.73,73.08,No,16.9,37.2,97.22,1.4,3
1702,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,6,100,1.0,1.4,0.4498,0.6072,0.5502,3.69,31.67,68.96,No,21.1,46.6,54.89,1.4,3
1703,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,2,50,1.0,1.35,0.5778,0.7801,0.4222,5.06,24.42,76.0,No,14.1,31.1,141.6,1.4,3
1704,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,10,30,0.6,1.53,0.5207,0.703,0.4793,4.92,26.42,74.3,No,19.3,42.5,94.51,1.4,2
1705,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,6,75,0.6,1.33,0.4215,0.569,0.5785,3.42,33.6,66.33,No,18.5,40.8,62.72,1.4,2
1706,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,4,15,0.6,1.67,0.547,0.7385,0.453,4.61,23.07,74.83,No,13.1,28.9,152.44,1.4,2
1707,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,8,15,1.5,1.47,0.5517,0.7447,0.4483,5.06,22.79,77.51,No,16.7,36.9,119.41,1.4,1
1708,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,100,0.8,1.65,0.4678,0.6315,0.5322,3.92,30.03,69.81,No,21.4,47.1,65.47,1.4,3
1709,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,4,15,1.0,1.33,0.5793,0.782,0.4207,3.64,24.23,75.0,No,12.5,27.7,145.07,1.4,3
1710,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,4,75,1.5,1.23,0.5509,0.7437,0.4491,5.07,24.94,74.61,No,18.3,40.4,109.25,1.4,2
1711,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,4,50,0.8,1.43,0.4387,0.5923,0.5613,3.91,29.79,72.1,No,15.0,33.1,77.28,1.4,2
1712,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,4,50,1.0,1.77,0.4675,0.6312,0.5325,3.04,28.71,71.12,No,14.9,32.9,77.84,1.4,1
1713,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,2,75,0.8,1.75,0.5428,0.7328,0.4572,7.48,24.25,78.41,No,15.1,33.4,132.14,1.4,3
1714,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,30,1.0,1.68,0.5091,0.6873,0.4909,3.81,25.21,74.4,No,12.2,26.9,114.55,1.4,3
1715,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,10,30,0.8,1.39,0.464,0.6264,0.536,4.6,26.66,73.92,No,18.1,39.8,77.56,1.4,2
1716,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,50,1.5,1.73,0.4117,0.5557,0.5883,4.52,34.74,66.67,No,20.7,45.5,56.15,1.4,1
1717,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,50,0.6,1.47,0.4595,0.6204,0.5405,3.46,28.64,71.75,No,17.2,38.0,81.3,1.4,3
1718,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,75,0.6,1.73,0.4347,0.5868,0.5653,7.47,31.19,68.74,No,16.3,35.9,85.94,1.4,1
1719,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,100,1.0,1.23,0.5728,0.7732,0.4272,3.86,21.29,78.36,No,21.1,46.5,77.7,1.4,3
1720,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,4,75,1.0,1.22,0.5932,0.8008,0.4068,4.73,21.44,79.59,No,17.6,38.7,103.56,1.4,2
1721,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,30,0.6,1.64,0.485,0.6548,0.515,4.15,27.43,72.56,No,15.7,34.5,104.79,1.4,2
1722,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,100,1.0,1.52,0.4652,0.628,0.5348,2.79,29.15,68.93,No,23.0,50.7,50.45,1.4,2
1723,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,100,1.2,1.42,0.4794,0.6472,0.5206,3.33,24.97,75.87,No,21.1,46.6,66.25,1.4,3
1724,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,10,100,0.6,1.42,0.4641,0.6265,0.5359,3.59,30.24,71.49,No,24.2,53.4,57.81,1.4,2
1725,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,8,30,1.2,1.61,0.429,0.5791,0.571,4.03,31.84,67.96,No,16.6,36.5,70.05,1.4,3
1726,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,2,30,0.6,1.37,0.506,0.6831,0.494,4.19,26.44,72.62,No,11.8,26.1,138.64,1.4,1
1727,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,8,100,1.5,1.68,0.4245,0.573,0.5755,4.31,31.65,68.68,No,23.7,52.3,48.89,1.4,2
1728,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,8,100,1.5,1.33,0.5627,0.7597,0.4373,4.22,25.12,76.09,No,22.0,48.6,90.74,1.4,1
1729,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,100,0.8,1.54,0.4711,0.636,0.5289,9.4,29.64,70.68,No,17.9,39.5,78.1,1.4,2
1730,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,50,1.2,1.55,0.4645,0.6271,0.5355,5.48,28.55,72.39,No,13.8,30.5,101.12,1.4,3
1731,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,50,1.5,1.63,0.4603,0.6214,0.5397,4.07,27.4,72.7,No,15.6,34.3,89.92,1.4,3
1732,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,10,15,1.2,1.59,0.5533,0.7469,0.4467,4.37,23.97,75.51,No,17.4,38.3,115.2,1.4,3
1733,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,50,1.2,1.73,0.5425,0.7324,0.4575,2.94,26.06,74.73,No,17.5,38.6,103.84,1.4,1
1734,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,8,50,0.8,1.6,0.5221,0.7049,0.4779,3.38,27.23,72.65,No,18.5,40.7,98.64,1.4,1
1735,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,2,50,1.0,1.33,0.5752,0.7765,0.4248,4.35,26.06,75.66,No,13.9,30.5,131.36,1.4,3
1736,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,100,1.0,1.67,0.5036,0.6798,0.4964,5.42,25.41,75.03,No,19.3,42.5,72.59,1.4,3
1737,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,2,100,1.0,1.27,0.5844,0.7889,0.4156,8.55,24.81,75.08,No,17.4,38.3,104.89,1.4,2
1738,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,6,75,1.5,1.74,0.54,0.729,0.46,3.8,24.73,76.32,No,18.4,40.5,108.95,1.4,1
1739,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,75,0.8,1.33,0.4392,0.593,0.5608,3.68,31.7,69.59,No,22.9,50.4,50.7,1.4,3
1740,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,50,0.8,1.36,0.5678,0.7665,0.4322,3.81,23.76,77.16,No,16.8,37.1,108.1,1.4,2
1741,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,6,75,1.2,1.5,0.5908,0.7976,0.4092,3.69,24.77,74.37,No,19.4,42.9,102.85,1.4,3
1742,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,50,0.6,1.63,0.474,0.6399,0.526,4.15,27.5,71.98,No,15.6,34.5,89.49,1.4,1
1743,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,10,15,0.6,1.48,0.4856,0.6556,0.5144,4.98,27.96,71.19,No,18.0,39.6,91.34,1.4,1
1744,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,8,100,1.2,1.63,0.4706,0.6353,0.5294,3.3,28.43,72.74,No,22.6,49.9,61.85,1.4,1
1745,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,2,50,1.0,1.67,0.5309,0.7167,0.4691,4.76,27.02,73.57,No,14.1,31.1,116.34,1.4,3
1746,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,2,100,0.8,1.38,0.4339,0.5857,0.5661,9.36,28.73,72.63,No,17.7,39.0,65.55,1.4,3
1747,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,10,15,1.2,1.59,0.5303,0.7159,0.4697,4.79,28.39,71.15,No,18.3,40.4,99.22,1.4,3
1748,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,6,30,0.8,1.28,0.5822,0.786,0.4178,3.9,22.23,78.85,No,15.2,33.4,131.81,1.4,1
1749,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,30,1.2,1.61,0.5064,0.6836,0.4936,3.77,27.2,72.18,No,15.4,33.9,106.75,1.4,2
1750,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,2,30,1.5,1.23,0.4463,0.6025,0.5537,4.57,32.09,67.33,No,12.0,26.4,96.73,1.4,3
1751,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,100,1.5,1.51,0.4022,0.543,0.5978,3.29,33.09,66.67,No,25.2,55.6,46.02,1.4,3
1752,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,75,1.5,1.37,0.4582,0.6186,0.5418,7.73,30.93,70.29,No,15.4,34.0,90.9,1.4,2
1753,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,15,1.5,1.39,0.4696,0.634,0.5304,4.3,31.43,68.1,No,13.0,28.7,107.56,1.4,3
1754,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,4,100,0.6,1.49,0.4793,0.6471,0.5207,5.77,29.35,71.13,No,19.4,42.7,84.73,1.4,2
1755,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,30,1.0,1.5,0.4504,0.608,0.5496,3.73,29.86,69.28,No,18.2,40.1,63.76,1.4,2
1756,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,15,1.5,1.68,0.4504,0.608,0.5496,4.53,27.57,73.55,No,14.4,31.8,97.07,1.4,2
1757,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,100,0.8,1.36,0.5585,0.754,0.4415,4.13,23.71,75.4,No,20.3,44.7,89.82,1.4,3
1758,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,30,1.2,1.5,0.4074,0.55,0.5926,3.68,32.65,67.08,No,18.7,41.2,62.05,1.4,1
1759,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,75,0.8,1.6,0.5521,0.7454,0.4479,3.75,22.11,78.23,No,19.0,41.9,95.71,1.4,3
1760,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,4,75,1.0,1.38,0.6089,0.822,0.3911,3.95,23.44,76.31,Yes,17.4,38.3,115.07,1.4,2
1761,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,100,1.0,1.79,0.508,0.6857,0.492,3.89,24.58,75.6,No,20.6,45.5,67.89,1.4,1
1762,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,4,100,0.8,1.34,0.5369,0.7248,0.4631,5.41,26.9,72.48,No,19.7,43.3,92.58,1.4,1
1763,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,30,1.5,1.22,0.4754,0.6418,0.5246,4.15,28.08,72.11,No,13.2,29.2,105.7,1.4,3
1764,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,6,30,1.0,1.64,0.5397,0.7286,0.4603,3.74,25.33,73.82,No,16.4,36.2,99.92,1.4,2
1765,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,8,15,1.2,1.25,0.4678,0.6315,0.5322,5.06,30.22,71.49,No,15.9,34.9,88.31,1.4,1
1766,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,8,15,1.0,1.75,0.5495,0.7418,0.4505,4.05,25.42,76.8,No,15.7,34.6,116.1,1.4,2
1767,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.7,1.52,4,50,0.6,1.48,0.516,0.6966,0.484,3.94,26.36,74.61,No,14.2,31.2,115.72,1.4,1
1768,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,1.0,2.17,8,100,0.8,1.61,0.5839,0.7883,0.4161,3.86,23.65,74.89,No,22.5,49.6,88.89,1.4,2
1769,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,2,50,0.8,1.37,0.4516,0.6097,0.5484,5.49,27.09,73.12,No,12.8,28.3,109.23,1.4,1
1770,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,10,15,1.0,1.39,0.4534,0.6121,0.5466,3.3,33.59,64.78,No,16.5,36.3,70.38,1.4,1
1771,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,6,75,1.0,1.43,0.5189,0.7005,0.4811,3.71,27.95,71.11,No,18.3,40.3,76.54,1.4,1
1772,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.85,1.84,6,75,0.8,1.41,0.5502,0.7428,0.4498,3.52,22.73,77.63,No,17.7,39.0,102.8,1.4,1
1773,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.3,0.65,6,50,1.0,1.43,0.4845,0.6541,0.5155,2.77,27.91,72.09,No,15.8,34.8,73.57,1.4,3
1774,CL30200,Pilot,1.0,8,3.0,20,17.5,PM3,2.0,vitamin_premix,0.45,mixed,0.5,1.08,4,50,0.8,1.25,0.5094,0.6877,0.4906,3.62,25.8,74.0,No,15.9,35.0,88.3,1.4,3
