run_id,time_s,scf_setpoint_kN_per_cm,scf_actual_kN_per_cm,gw_setpoint_mm,gw_actual_mm,roll_speed_rpm,screw_speed_rpm
49,140.0,4.0,3.995,2.0,1.9948,2.82,28.7
49,142.0,4.0,3.995,2.0,2.0146,3.09,29.6
49,144.0,4.0,4.007,2.0,1.9963,3.02,29.3
49,146.0,4.0,4.011,2.0,1.9106,3.03,29.9
49,148.0,4.0,4.034,2.0,1.9884,3.05,29.3
49,150.0,4.0,4.035,2.0,2.0259,2.98,28.7
49,152.0,4.0,3.994,2.0,1.9881,3.0,29.0
49,154.0,4.0,4.035,2.0,2.024,3.02,28.6
49,156.0,4.0,4.034,2.0,2.0026,2.9,29.6
49,158.0,4.0,4.019,2.0,2.0146,2.98,28.8
49,160.0,4.0,3.986,2.0,1.9978,2.88,28.9
49,162.0,4.0,4.003,2.0,1.9511,3.0,29.0
49,164.0,4.0,4.015,2.0,2.0477,2.99,29.0
49,166.0,4.0,3.935,2.0,1.9821,2.98,29.5
49,168.0,4.0,3.972,2.0,1.9658,3.04,29.0
49,170.0,4.0,4.005,2.0,1.9813,3.01,29.1
49,172.0,4.0,3.951,2.0,2.0291,3.12,29.1
49,174.0,4.0,4.004,2.0,1.9662,2.88,29.6
49,176.0,4.0,4.021,2.0,2.0072,3.0,28.0
49,178.0,4.0,3.981,2.0,1.9933,2.95,30.6
50,0.0,4.0,4.033,2.0,2.0201,2.02,27.5
50,2.0,4.0,4.017,2.0,1.9826,2.02,28.0
50,4.0,4.0,4.039,2.0,1.9837,1.99,27.8
50,6.0,4.0,3.98,2.0,2.0083,1.97,27.1
50,8.0,4.0,3.978,2.0,1.9953,1.99,28.2
50,10.0,4.0,4.033,2.0,2.0373,2.02,27.2
50,12.0,4.0,4.015,2.0,1.9612,1.99,27.6
50,14.0,4.0,3.983,2.0,1.9822,2.06,28.0
50,16.0,4.0,4.029,2.0,1.9384,1.99,28.3
50,18.0,4.0,4.019,2.0,2.0098,2.05,28.0
50,20.0,4.0,4.008,2.0,2.0109,1.95,27.9
50,22.0,4.0,4.004,2.0,1.9487,1.99,28.2
50,24.0,4.0,4.003,2.0,2.0214,1.89,27.1
50,26.0,4.0,3.968,2.0,2.0228,1.98,26.4
50,28.0,4.0,3.987,2.0,2.0323,1.98,27.7
50,30.0,8.0,4.003,2.0,1.9959,1.89,28.4
50,32.0,8.0,5.726,2.0,1.9646,2.04,27.1
50,34.0,8.0,8.087,2.0,2.0213,1.95,26.7
50,36.0,8.0,8.882,2.0,1.9939,1.98,27.1
50,38.0,8.0,8.586,2.0,2.0404,2.02,26.9
50,40.0,8.0,7.886,2.0,1.9913,1.92,28.3
50,42.0,8.0,7.66,2.0,1.9604,2.0,27.3
50,44.0,8.0,7.718,2.0,2.0063,2.01,27.5
50,46.0,8.0,7.994,2.0,2.0161,1.97,27.7
50,48.0,8.0,8.184,2.0,2.0125,2.01,27.3
50,50.0,8.0,8.011,2.0,1.998,1.98,27.5
50,52.0,8.0,7.974,2.0,2.0525,2.02,27.0
50,54.0,8.0,7.954,2.0,1.9868,2.11,27.6
50,56.0,8.0,7.962,2.0,2.0155,1.96,27.8
50,58.0,8.0,7.931,2.0,2.036,2.05,27.3
50,60.0,8.0,7.888,2.0,2.0391,1.97,27.9
50,62.0,8.0,7.998,2.0,2.0254,1.93,27.3
50,64.0,8.0,7.995,2.0,1.9797,2.04,27.7
50,66.0,8.0,7.997,2.0,1.9739,1.99,27.7
50,68.0,8.0,8.012,2.0,2.0029,2.01,27.7
50,70.0,8.0,7.999,2.0,1.9628,1.96,28.5
50,72.0,8.0,8.056,2.0,1.9797,1.97,27.3
50,74.0,8.0,8.011,2.0,1.9765,1.96,28.1
50,76.0,8.0,7.979,2.0,2.0088,1.96,26.6
50,78.0,8.0,7.931,2.0,2.01,1.97,27.9
50,80.0,8.0,7.927,2.0,1.9938,2.03,27.4
50,82.0,8.0,8.0,2.0,1.9847,2.04,27.2
50,84.0,8.0,7.955,2.0,2.005,1.99,26.9
50,86.0,8.0,7.981,2.0,2.0213,2.03,26.8
50,88.0,8.0,8.011,2.0,2.0134,1.95,28.0
50,90.0,8.0,8.073,2.0,1.9759,1.98,28.0
50,92.0,8.0,8.001,2.0,1.9827,1.97,27.4
50,94.0,8.0,7.968,2.0,1.9913,2.02,28.5
50,96.0,8.0,7.999,2.0,1.9637,1.95,27.6
50,98.0,8.0,7.951,2.0,1.9791,1.99,28.1
50,100.0,8.0,8.063,2.0,1.9883,1.99,27.2
50,102.0,8.0,7.946,2.0,2.0036,1.97,28.0
50,104.0,8.0,8.031,2.0,1.9978,1.89,28.2
50,106.0,8.0,7.985,2.0,2.0259,2.03,27.0
50,108.0,8.0,8.009,2.0,1.9814,1.97,27.8
50,110.0,8.0,7.946,2.0,1.9957,2.05,27.5
50,112.0,8.0,7.986,2.0,1.9596,2.02,27.7
50,114.0,8.0,8.023,2.0,2.0071,2.11,28.1
50,116.0,8.0,7.995,2.0,1.9853,1.96,27.3
50,118.0,8.0,7.982,2.0,1.9731,1.94,28.0
50,120.0,8.0,7.891,2.0,2.0033,2.08,26.6
50,122.0,8.0,7.994,2.0,1.9718,2.03,28.2
50,124.0,8.0,8.005,2.0,1.9886,2.02,27.0
50,126.0,8.0,7.945,2.0,2.0009,1.99,27.3
50,128.0,8.0,7.981,2.0,2.0093,2.06,28.8
50,130.0,8.0,8.089,2.0,1.999,2.01,27.8
50,132.0,8.0,7.987,2.0,2.0164,2.03,27.9
50,134.0,8.0,8.028,2.0,2.0109,2.08,27.5
50,136.0,8.0,8.262,2.0,1.9919,2.02,27.2
50,138.0,8.0,8.031,2.0,2.0298,2.01,26.9
50,140.0,8.0,7.95,2.0,2.0154,1.96,26.8
50,142.0,8.0,7.938,2.0,2.0083,2.02,27.7
50,144.0,8.0,7.891,2.0,1.9825,1.96,26.8
50,146.0,8.0,8.002,2.0,1.9911,1.98,27.8
50,148.0,8.0,8.039,2.0,1.9974,2.04,27.7
50,150.0,8.0,8.001,2.0,2.0313,1.96,26.5
50,152.0,8.0,8.038,2.0,1.98,1.96,27.2
50,154.0,8.0,7.94,2.0,1.9733,2.0,27.7
50,156.0,8.0,7.982,2.0,1.9979,2.01,27.9
50,158.0,8.0,7.966,2.0,1.9761,1.95,27.5
50,160.0,8.0,8.055,2.0,1.9926,1.93,27.9
50,162.0,8.0,7.97,2.0,2.0216,2.04,28.1
50,164.0,8.0,7.973,2.0,1.9604,2.04,27.4
50,166.0,8.0,8.069,2.0,2.0129,2.03,27.8
50,168.0,8.0,7.935,2.0,1.9868,2.0,28.1
50,170.0,8.0,8.0,2.0,1.9874,2.0,27.5
50,172.0,8.0,8.02,2.0,1.9952,2.0,27.3
50,174.0,8.0,8.05,2.0,1.9964,2.03,26.4
50,176.0,8.0,8.032,2.0,1.995,2.0,27.9
50,178.0,8.0,8.041,2.0,1.9795,1.97,27.4
51,0.0,8.0,8.052,2.0,2.0288,2.0,27.6
51,2.0,8.0,8.085,2.0,1.9849,2.03,28.3
51,4.0,8.0,7.968,2.0,1.9775,1.97,28.2
51,6.0,8.0,7.985,2.0,1.9839,1.96,28.0
51,8.0,8.0,7.919,2.0,1.9747,2.0,28.0
51,10.0,8.0,8.026,2.0,2.0389,1.97,27.5
51,12.0,8.0,8.003,2.0,2.007,2.03,27.5
51,14.0,8.0,8.027,2.0,1.9971,2.04,28.2
51,16.0,8.0,7.949,2.0,2.0,2.05,28.3
51,18.0,8.0,7.968,2.0,2.0307,1.99,27.7
51,20.0,8.0,8.062,2.0,1.9909,2.05,27.4
51,22.0,8.0,8.013,2.0,1.9877,2.06,28.9
51,24.0,8.0,7.991,2.0,2.0304,1.99,27.7
51,26.0,8.0,7.962,2.0,1.9749,1.98,29.3
51,28.0,8.0,7.965,2.0,1.9907,2.08,26.8
51,30.0,4.0,7.912,2.0,2.0363,2.01,26.7
51,32.0,4.0,6.251,2.0,2.0036,1.99,28.3
51,34.0,4.0,3.829,2.0,1.9851,2.09,28.3
51,36.0,4.0,2.918,2.0,2.0086,1.94,28.6
51,38.0,4.0,3.416,2.0,2.0022,1.96,27.9
51,40.0,4.0,4.052,2.0,1.9862,2.02,27.9
51,42.0,4.0,4.172,2.0,1.9979,2.06,27.7
51,44.0,4.0,4.207,2.0,2.0174,2.15,27.8
51,46.0,4.0,3.951,2.0,2.0238,1.97,28.7
51,48.0,4.0,3.954,2.0,1.9851,2.06,27.7
51,50.0,4.0,3.92,2.0,2.0386,2.0,28.0
51,52.0,4.0,4.007,2.0,1.9927,1.99,27.7
51,54.0,4.0,4.027,2.0,1.9855,2.03,28.1
51,56.0,4.0,4.025,2.0,2.0056,2.01,28.2
51,58.0,4.0,4.007,2.0,2.0249,2.07,28.0
51,60.0,4.0,3.999,2.0,2.0151,1.99,28.0
51,62.0,4.0,3.994,2.0,2.0579,2.03,26.9
51,64.0,4.0,4.045,2.0,2.0117,2.0,27.5
51,66.0,4.0,4.034,2.0,1.9488,2.01,28.6
51,68.0,4.0,3.999,2.0,1.967,2.07,27.4
51,70.0,4.0,4.031,2.0,2.0535,2.06,28.4
51,72.0,4.0,4.022,2.0,1.9617,2.07,29.2
51,74.0,4.0,3.974,2.0,1.9689,1.98,27.6
51,76.0,4.0,4.013,2.0,2.0324,2.04,28.4
51,78.0,4.0,4.074,2.0,1.9652,1.97,26.3
51,80.0,4.0,4.004,2.0,2.0387,1.96,26.8
51,82.0,4.0,3.976,2.0,1.9966,2.04,27.5
51,84.0,4.0,3.984,2.0,1.9806,2.0,28.5
51,86.0,4.0,3.989,2.0,1.9946,1.99,27.4
51,88.0,4.0,4.042,2.0,2.0128,2.07,27.2
51,90.0,4.0,3.972,2.0,1.8546,2.06,27.9
51,92.0,4.0,4.012,2.0,1.9534,1.97,27.8
51,94.0,4.0,4.008,2.0,1.9998,1.99,28.0
51,96.0,4.0,3.965,2.0,1.9914,2.04,27.9
51,98.0,4.0,3.999,2.0,2.0078,1.99,27.6
51,100.0,4.0,4.011,2.0,2.0397,1.99,28.3
51,102.0,4.0,4.024,2.0,1.9366,2.09,28.5
51,104.0,4.0,3.974,2.0,1.9979,2.02,27.6
51,106.0,4.0,4.0,2.0,1.9813,1.89,27.8
51,108.0,4.0,4.027,2.0,1.949,2.0,28.9
51,110.0,4.0,4.017,2.0,1.9614,2.01,28.5
51,112.0,4.0,3.998,2.0,2.0037,2.04,28.7
51,114.0,4.0,4.005,2.0,2.0324,1.99,27.8
51,116.0,4.0,3.987,2.0,1.9447,2.02,28.3
51,118.0,4.0,4.012,2.0,1.9913,2.06,27.9
51,120.0,4.0,4.023,2.0,2.021,1.99,28.4
51,122.0,4.0,3.982,2.0,2.011,2.07,27.8
51,124.0,4.0,3.968,2.0,1.9866,2.04,27.0
51,126.0,4.0,4.034,2.0,1.9771,1.93,28.3
51,128.0,4.0,4.02,2.0,2.0296,2.04,27.9
51,130.0,4.0,3.963,2.0,1.9915,2.1,28.1
51,132.0,4.0,3.965,2.0,1.9898,2.05,28.2
51,134.0,4.0,3.992,2.0,1.9786,2.02,28.1
51,136.0,4.0,4.001,2.0,2.0007,2.0,28.3
51,138.0,4.0,3.982,2.0,2.0088,2.06,28.1
51,140.0,4.0,4.024,2.0,1.9986,2.03,27.4
51,142.0,4.0,3.932,2.0,1.9988,2.05,28.3
51,144.0,4.0,4.0,2.0,1.9957,2.0,29.2
51,146.0,4.0,4.006,2.0,2.0219,1.99,27.5
51,148.0,4.0,3.944,2.0,2.0115,1.96,28.2
51,150.0,4.0,3.988,2.0,2.0522,2.04,27.9
51,152.0,4.0,4.013,2.0,1.9648,2.01,27.4
51,154.0,4.0,4.032,2.0,1.9722,1.98,27.7
51,156.0,4.0,4.001,2.0,2.0025,2.02,26.6
51,158.0,4.0,4.004,2.0,1.997,2.04,27.8
51,160.0,4.0,3.96,2.0,2.0025,2.0,27.9
51,162.0,4.0,3.97,2.0,1.9946,2.0,27.8
51,164.0,4.0,4.007,2.0,1.9786,2.05,27.5
51,166.0,4.0,4.023,2.0,1.9791,1.97,28.8
51,168.0,4.0,3.997,2.0,2.0018,2.02,27.4
51,170.0,4.0,4.032,2.0,1.9959,2.0,28.6
51,172.0,4.0,4.024,2.0,1.9827,2.03,29.1
51,174.0,4.0,4.005,2.0,2.012,2.04,28.0
51,176.0,4.0,3.984,2.0,1.9873,2.01,27.8
51,178.0,4.0,4.027,2.0,2.0002,1.99,28.0
52,0.0,6.0,6.048,3.0,2.9415,3.03,24.8
52,2.0,6.0,6.031,3.0,3.0509,3.03,23.5
52,4.0,6.0,6.018,3.0,3.0141,2.88,23.6
52,6.0,6.0,5.994,3.0,3.0082,2.93,24.0
52,8.0,6.0,6.035,3.0,2.9947,3.05,24.3
52,10.0,6.0,6.04,3.0,2.9941,3.03,24.6
52,12.0,6.0,6.019,3.0,3.014,2.9,23.8
52,14.0,6.0,6.038,3.0,2.9696,3.13,24.1
52,16.0,6.0,5.921,3.0,3.0068,3.0,24.1
52,18.0,6.0,5.971,3.0,3.0139,3.0,24.7
52,20.0,6.0,6.008,3.0,2.9966,3.01,24.6
52,22.0,6.0,5.996,3.0,2.9896,2.94,24.6
52,24.0,6.0,5.959,3.0,3.0168,2.99,24.6
52,26.0,6.0,5.995,3.0,2.9928,2.96,24.8
52,28.0,6.0,5.948,3.0,3.0226,3.02,25.0
52,30.0,6.0,6.0,1.5,3.0531,3.0,24.6
52,32.0,6.0,5.913,1.5,2.5795,2.99,27.0
52,34.0,6.0,6.01,1.5,1.7295,2.98,30.9
52,36.0,6.0,6.042,1.5,1.1842,3.0,34.0
52,38.0,6.0,5.991,1.5,1.1427,2.94,33.5
52,40.0,6.0,5.95,1.5,1.2477,3.05,33.4
52,42.0,6.0,6.009,1.5,1.4542,2.97,31.9
52,44.0,6.0,5.964,1.5,1.5129,2.92,32.7
52,46.0,6.0,6.038,1.5,1.5962,2.94,31.4
52,48.0,6.0,6.045,1.5,1.5406,3.03,32.0
52,50.0,6.0,5.966,1.5,1.4835,2.89,32.0
52,52.0,6.0,6.061,1.5,1.4585,2.97,32.4
52,54.0,6.0,5.962,1.5,1.4642,2.98,31.1
52,56.0,6.0,5.985,1.5,1.5226,2.99,31.6
52,58.0,6.0,6.013,1.5,1.4861,2.96,32.1
52,60.0,6.0,5.945,1.5,1.4995,3.09,31.7
52,62.0,6.0,6.0,1.5,1.5052,3.06,32.1
52,64.0,6.0,5.959,1.5,1.4989,3.03,31.4
52,66.0,6.0,6.022,1.5,1.4757,2.86,32.2
52,68.0,6.0,5.892,1.5,1.4904,2.96,32.6
52,70.0,6.0,6.072,1.5,1.477,2.92,32.6
52,72.0,6.0,5.994,1.5,1.5012,3.03,31.8
52,74.0,6.0,6.16,1.5,1.6819,2.92,30.1
52,76.0,6.0,5.939,1.5,1.5203,2.95,32.1
52,78.0,6.0,5.975,1.5,1.5183,2.99,31.5
52,80.0,6.0,5.944,1.5,1.5335,3.04,30.9
52,82.0,6.0,6.055,1.5,1.508,2.88,31.6
52,84.0,6.0,6.043,1.5,1.5161,3.0,32.7
52,86.0,6.0,5.999,1.5,1.4911,3.03,32.3
52,88.0,6.0,6.034,1.5,1.5344,2.94,31.6
52,90.0,6.0,5.976,1.5,1.5144,3.12,31.4
52,92.0,6.0,6.063,1.5,1.4825,2.93,31.6
52,94.0,6.0,5.98,1.5,1.5018,2.96,31.9
52,96.0,6.0,6.047,1.5,1.4534,2.96,32.2
52,98.0,6.0,6.016,1.5,1.4889,2.94,32.6
52,100.0,6.0,5.967,1.5,1.498,2.97,31.4
52,102.0,6.0,6.031,1.5,1.5066,2.86,32.6
52,104.0,6.0,6.023,1.5,1.4573,2.95,32.3
52,106.0,6.0,6.006,1.5,1.4774,3.01,33.3
52,108.0,6.0,6.012,1.5,1.5001,2.97,31.5
52,110.0,6.0,5.993,1.5,1.4876,2.96,31.8
52,112.0,6.0,6.014,1.5,1.4844,2.93,31.8
52,114.0,6.0,6.066,1.5,1.5011,3.04,31.7
52,116.0,6.0,5.995,1.5,1.5055,2.99,32.6
52,118.0,6.0,5.984,1.5,1.4741,3.05,31.6
52,120.0,6.0,5.965,1.5,1.4918,3.06,32.0
52,122.0,6.0,6.001,1.5,1.5079,2.98,32.1
52,124.0,6.0,5.923,1.5,1.5073,2.96,32.5
52,126.0,6.0,6.032,1.5,1.4643,3.01,33.3
52,128.0,6.0,5.936,1.5,1.4746,2.95,31.9
52,130.0,6.0,5.987,1.5,1.4884,2.89,32.5
52,132.0,6.0,5.946,1.5,1.538,3.03,30.7
52,134.0,6.0,6.064,1.5,1.489,2.92,32.5
52,136.0,6.0,6.023,1.5,1.5097,3.06,31.8
52,138.0,6.0,5.968,1.5,1.4968,3.0,32.2
52,140.0,6.0,5.994,1.5,1.5126,2.98,31.7
52,142.0,6.0,6.015,1.5,1.4801,3.05,32.4
52,144.0,6.0,6.079,1.5,1.4985,2.97,32.2
52,146.0,6.0,6.021,1.5,1.5304,3.06,31.6
52,148.0,6.0,6.027,1.5,1.5198,3.07,31.4
52,150.0,6.0,5.99,1.5,1.488,3.05,32.1
52,152.0,6.0,6.014,1.5,1.4709,3.06,31.8
52,154.0,6.0,6.001,1.5,1.477,2.94,32.6
52,156.0,6.0,5.928,1.5,1.4469,3.01,33.1
52,158.0,6.0,6.05,1.5,1.5036,3.06,32.8
52,160.0,6.0,5.93,1.5,1.5122,2.97,32.1
52,162.0,6.0,5.938,1.5,1.5119,3.03,32.0
52,164.0,6.0,6.019,1.5,1.4857,2.94,31.6
52,166.0,6.0,6.027,1.5,1.4865,2.92,32.4
52,168.0,6.0,6.004,1.5,1.4792,3.05,32.9
52,170.0,6.0,5.992,1.5,1.4765,3.02,32.9
52,172.0,6.0,6.013,1.5,1.5316,3.09,31.7
52,174.0,6.0,5.96,1.5,1.4758,2.86,31.6
52,176.0,6.0,5.973,1.5,1.5045,3.04,31.7
52,178.0,6.0,5.997,1.5,1.4889,3.05,32.2
53,0.0,6.0,6.052,1.5,1.4696,3.21,42.1
53,2.0,6.0,6.03,1.5,1.4585,3.18,42.4
53,4.0,6.0,6.004,1.5,1.513,3.3,41.7
53,6.0,6.0,6.021,1.5,1.4894,3.29,41.6
53,8.0,6.0,6.029,1.5,1.4988,3.29,40.3
53,10.0,6.0,6.006,1.5,1.5224,3.25,40.6
53,12.0,6.0,5.964,1.5,1.4906,3.21,43.2
53,14.0,6.0,5.995,1.5,1.4722,3.32,41.8
53,16.0,6.0,5.969,1.5,1.4845,3.24,42.0
53,18.0,6.0,6.009,1.5,1.5236,3.29,41.7
53,20.0,6.0,6.001,1.5,1.5116,3.19,41.1
53,22.0,6.0,6.032,1.5,1.473,3.31,41.5
53,24.0,6.0,6.046,1.5,1.4567,3.23,41.5
53,26.0,6.0,6.015,1.5,1.4806,3.16,42.7
53,28.0,6.0,6.011,1.5,1.492,3.32,42.6
53,30.0,6.0,5.941,3.0,1.4855,3.23,42.0
53,32.0,6.0,6.004,3.0,1.9517,3.26,39.6
53,34.0,6.0,6.012,3.0,2.7066,3.24,35.7
53,36.0,6.0,6.028,3.0,3.3164,3.23,32.6
53,38.0,6.0,5.924,3.0,3.2903,3.27,33.2
53,40.0,6.0,6.023,3.0,3.1764,3.17,33.0
53,42.0,6.0,5.99,3.0,3.0681,3.27,34.1
53,44.0,6.0,6.002,3.0,2.989,3.36,32.5
53,46.0,6.0,5.958,3.0,2.9527,3.12,34.7
53,48.0,6.0,6.013,3.0,2.9043,3.22,35.1
53,50.0,6.0,6.026,3.0,3.0344,3.28,33.1
53,52.0,6.0,6.077,3.0,3.0832,3.23,34.1
53,54.0,6.0,6.033,3.0,3.0581,3.35,34.6
53,56.0,6.0,5.995,3.0,2.9961,3.25,33.8
53,58.0,6.0,5.973,3.0,2.9344,3.27,35.2
53,60.0,6.0,6.041,3.0,2.9794,3.14,33.7
53,62.0,6.0,6.057,3.0,2.994,3.17,34.6
53,64.0,6.0,6.013,3.0,2.9952,3.11,34.8
53,66.0,6.0,6.023,3.0,2.9967,3.2,33.8
53,68.0,6.0,6.003,3.0,2.9668,3.31,34.6
53,70.0,6.0,6.097,3.0,3.0108,3.23,34.5
53,72.0,6.0,6.006,3.0,3.0084,3.3,33.5
53,74.0,6.0,6.032,3.0,3.0117,3.27,34.9
53,76.0,6.0,5.999,3.0,3.0362,3.39,33.4
53,78.0,6.0,5.947,3.0,3.0034,3.18,34.1
53,80.0,6.0,6.024,3.0,2.9757,3.17,33.7
53,82.0,6.0,6.009,3.0,3.0219,3.27,34.7
53,84.0,6.0,6.054,3.0,2.9169,3.31,35.2
53,86.0,6.0,5.988,3.0,2.9804,3.26,34.2
53,88.0,6.0,5.981,3.0,3.0017,3.15,34.7
53,90.0,6.0,5.975,3.0,2.9683,3.24,35.3
53,92.0,6.0,6.005,3.0,3.0125,3.25,34.4
53,94.0,6.0,6.031,3.0,2.9461,3.29,34.4
53,96.0,6.0,5.982,3.0,3.0043,3.26,34.2
53,98.0,6.0,5.947,3.0,3.0141,3.26,34.0
53,100.0,6.0,6.014,3.0,2.9938,3.27,34.8
53,102.0,6.0,5.983,3.0,2.9625,3.22,35.1
53,104.0,6.0,5.991,3.0,2.9997,3.13,33.9
53,106.0,6.0,6.115,3.0,2.9618,3.23,34.4
53,108.0,6.0,5.999,3.0,2.9993,3.2,34.5
53,110.0,6.0,6.049,3.0,3.029,3.39,34.5
53,112.0,6.0,5.955,3.0,2.8954,3.31,35.2
53,114.0,6.0,6.016,3.0,2.9914,3.25,34.3
53,116.0,6.0,6.016,3.0,3.0233,3.21,33.7
53,118.0,6.0,6.005,3.0,2.9661,3.32,34.6
53,120.0,6.0,5.961,3.0,3.0049,3.29,34.8
53,122.0,6.0,5.986,3.0,3.0244,3.19,33.5
53,124.0,6.0,6.053,3.0,2.9575,3.3,34.6
53,126.0,6.0,6.015,3.0,2.9916,3.26,33.2
53,128.0,6.0,5.995,3.0,3.0115,3.29,33.9
53,130.0,6.0,5.963,3.0,3.0249,3.22,34.7
53,132.0,6.0,6.064,3.0,2.9895,3.34,34.1
53,134.0,6.0,5.987,3.0,2.9996,3.17,34.2
53,136.0,6.0,6.067,3.0,3.0262,3.34,32.3
53,138.0,6.0,6.013,3.0,3.0082,3.26,34.1
53,140.0,6.0,5.986,3.0,2.9845,3.33,34.1
53,142.0,6.0,5.984,3.0,2.946,3.12,34.0
53,144.0,6.0,5.99,3.0,2.9765,3.2,35.3
53,146.0,6.0,5.993,3.0,3.0123,3.41,34.7
53,148.0,6.0,6.1,3.0,3.0127,3.16,33.8
53,150.0,6.0,5.97,3.0,3.0436,3.12,34.2
53,152.0,6.0,5.995,3.0,3.035,3.2,34.3
53,154.0,6.0,5.991,3.0,2.9926,3.32,33.9
53,156.0,6.0,5.971,3.0,2.9885,3.25,34.3
53,158.0,6.0,6.007,3.0,2.9709,3.2,34.0
53,160.0,6.0,6.04,3.0,3.0161,3.33,34.2
53,162.0,6.0,5.985,3.0,2.9936,3.26,34.5
53,164.0,6.0,5.981,3.0,2.9833,3.15,34.1
53,166.0,6.0,5.968,3.0,3.0265,3.25,33.4
53,168.0,6.0,5.988,3.0,2.9576,3.19,34.1
53,170.0,6.0,6.08,3.0,2.9721,3.33,34.9
53,172.0,6.0,5.975,3.0,3.0674,3.31,34.6
53,174.0,6.0,5.931,3.0,2.9982,3.22,33.3
53,176.0,6.0,5.962,3.0,2.9768,3.26,34.3
53,178.0,6.0,5.962,3.0,2.9769,3.21,34.7
54,0.0,4.0,3.996,3.0,3.0024,2.87,26.3
54,2.0,4.0,4.076,3.0,2.9861,3.08,26.4
54,4.0,4.0,3.989,3.0,2.9719,2.92,25.9
54,6.0,4.0,4.025,3.0,3.0509,3.0,25.8
54,8.0,4.0,4.023,3.0,2.9846,2.95,27.0
54,10.0,4.0,4.05,3.0,3.0241,2.98,26.4
54,12.0,4.0,4.039,3.0,2.9746,3.03,26.0
54,14.0,4.0,4.019,3.0,2.9904,3.03,26.2
54,16.0,4.0,3.97,3.0,3.0316,2.97,26.0
54,18.0,4.0,4.044,3.0,2.9803,3.11,26.3
54,20.0,4.0,4.024,3.0,3.0235,2.92,26.4
54,22.0,4.0,3.97,3.0,2.9911,2.9,27.2
54,24.0,4.0,3.961,3.0,2.9608,3.02,27.0
54,26.0,4.0,3.995,3.0,2.9864,2.98,25.5
54,28.0,4.0,3.996,3.0,2.9879,2.88,26.0
54,30.0,8.0,4.021,1.5,3.0292,2.98,25.9
54,32.0,8.0,5.78,1.5,2.5525,2.99,28.4
54,34.0,8.0,8.01,1.5,1.769,3.02,32.3
54,36.0,8.0,9.018,1.5,1.264,3.06,34.2
54,38.0,8.0,8.682,1.5,1.0788,3.03,35.9
54,40.0,8.0,8.022,1.5,1.2786,3.07,35.1
54,42.0,8.0,7.799,1.5,1.4632,2.88,34.6
54,44.0,8.0,7.78,1.5,1.6133,2.97,33.5
54,46.0,8.0,7.975,1.5,1.5962,2.95,33.3
54,48.0,8.0,8.03,1.5,1.5063,3.06,34.7
54,50.0,8.0,8.089,1.5,1.5059,2.93,33.5
54,52.0,8.0,7.91,1.5,1.4474,2.94,33.8
54,54.0,8.0,7.919,1.5,1.5139,3.01,33.4
54,56.0,8.0,7.915,1.5,1.4776,3.0,33.4
54,58.0,8.0,8.038,1.5,1.5091,2.96,33.9
54,60.0,8.0,7.962,1.5,1.5028,2.82,34.2
54,62.0,8.0,8.015,1.5,1.4947,2.96,33.1
54,64.0,8.0,7.974,1.5,1.5002,2.88,33.6
54,66.0,8.0,7.966,1.5,1.5137,2.92,33.9
54,68.0,8.0,8.03,1.5,1.5166,3.06,33.9
54,70.0,8.0,8.036,1.5,1.5429,2.98,33.5
54,72.0,8.0,7.962,1.5,1.5062,3.02,33.3
54,74.0,8.0,7.968,1.5,1.4677,2.88,33.5
54,76.0,8.0,8.041,1.5,1.5095,3.0,34.7
54,78.0,8.0,8.023,1.5,1.5093,3.0,34.1
54,80.0,8.0,7.961,1.5,1.4995,2.95,33.7
54,82.0,8.0,7.964,1.5,1.5566,3.06,33.9
54,84.0,8.0,7.982,1.5,1.5171,2.96,34.0
54,86.0,8.0,8.008,1.5,1.4924,2.94,33.2
54,88.0,8.0,8.077,1.5,1.495,2.97,34.4
54,90.0,8.0,8.009,1.5,1.5428,3.02,32.6
54,92.0,8.0,8.006,1.5,1.5334,2.91,32.9
54,94.0,8.0,7.939,1.5,1.5085,2.98,33.7
54,96.0,8.0,8.04,1.5,1.5314,3.0,33.7
54,98.0,8.0,7.94,1.5,1.4843,2.92,34.2
54,100.0,8.0,7.951,1.5,1.4544,3.02,34.1
54,102.0,8.0,8.088,1.5,1.4861,2.92,33.9
54,104.0,8.0,7.995,1.5,1.508,2.92,33.5
54,106.0,8.0,8.061,1.5,1.5088,2.99,33.4
54,108.0,8.0,8.003,1.5,1.5061,2.92,34.0
54,110.0,8.0,8.028,1.5,1.5496,2.98,33.3
54,112.0,8.0,7.986,1.5,1.4986,3.05,34.9
54,114.0,8.0,7.959,1.5,1.4997,2.95,34.4
54,116.0,8.0,7.96,1.5,1.5034,3.08,34.2
54,118.0,8.0,8.025,1.5,1.4674,2.94,33.4
54,120.0,8.0,8.021,1.5,1.4824,2.92,33.2
54,122.0,8.0,7.992,1.5,1.5018,2.96,34.1
54,124.0,8.0,8.054,1.5,1.5212,3.01,33.5
54,126.0,8.0,7.989,1.5,1.5089,3.1,32.9
54,128.0,8.0,8.059,1.5,1.4598,3.02,33.6
54,130.0,8.0,8.027,1.5,1.5135,3.08,33.9
54,132.0,8.0,8.03,1.5,1.5063,3.06,33.7
54,134.0,8.0,8.005,1.5,1.4992,3.02,34.2
54,136.0,8.0,8.111,1.5,1.4675,2.97,34.3
54,138.0,8.0,7.987,1.5,1.5068,3.0,34.0
